DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'025908",58,71.6,81,12,6.4,188,0,0,64,175,36.6,3,1.6,12,6.4,0,0,4,2.1,110,58.5,77,41,6,3.2,2,1.1,40,21.3,1,0.5,0,0,1,0.5,1,0.5,111,59,0,0,0,0,78,41.5,0,0,89,47.3,47,25,144,76.6,3,1.6,132,70.2,3,1.6,2,1.1,47,25
"'025909",25,19.4,129,118,10.3,1148,21,1.8,87,825,10.5,29,2.5,20,1.7,3,0.2,116,10.1,537,46.8,602,52.4,21,1.8,63,5.5,313,27.3,12,1,0,0,1,0.1,30,2.6,546,47.6,2,0.2,127,11.1,611,53.2,0,0,468,40.8,117,10.2,782,68.1,45,3.9,748,65.2,29,2.5,63,5.5,124,10.7
"'026901",27,14.1,192,230,12.1,1900,11,0.6,132,1309,10.1,274,14.4,155,8.2,28,1.4,156,8.2,1180,62.1,918,48.3,6,0.3,60,3.2,742,39.1,0,0,15,0.8,4,0.2,280,14.7,982,51.7,0,0,9,0.5,720,37.9,1,0.1,814,42.8,218,11.5,1900,100,88,4.6,899,47.3,275,14.2,60,3.1,231,12
"'026902",18,27.7,65,42,7.9,529,5,0.9,68,430,15.8,63,11.9,85,16.1,6,1,19,3.6,393,74.3,279,52.7,1,0.2,13,2.5,198,37.4,0,0,6,1.1,0,0,55,10.4,250,47.3,4,0.8,21,4,136,25.7,0,0,104,19.7,66,12.5,331,62.6,35,6.6,206,38.9,63,11.8,13,2.4,69,12.9
"'026903",7,10.1,69,78,13.2,589,0,0,52,468,11.1,93,15.8,98,16.6,11,1.9,33,5.6,404,68.6,301,51.1,0,0,27,4.6,215,36.5,0,0,4,0.7,2,0.3,93,15.8,288,48.9,2,0.3,2,0.3,185,31.4,0,0,217,36.8,70,11.9,589,100,16,2.7,258,43.8,93,15.8,27,4.6,70,11.9
"'027903",115,20.1,573,437,13.3,3296,23,0.7,413,2389,17.3,346,10.5,33,1,99,2.8,344,10.4,2008,60.9,1555,47.2,17,0.5,145,4.4,1080,32.8,32,1,27,0.8,15,0.5,358,10.9,1741,52.8,1,0,284,8.6,1288,39.1,2,0.1,1858,56.4,541,16.4,2298,69.7,77,2.3,2066,62.7,346,10.5,145,4.4,549,16.6
"'027904",82,13,632,398,9.8,4051,42,1,441,3161,14,920,22.7,64,1.6,114,2.6,242,6,2730,67.4,1874,46.3,68,1.7,278,6.9,2016,49.8,131,3.2,102,2.5,18,0.4,928,22.9,2177,53.7,4,0.1,29,0.7,1321,32.6,5,0.1,2275,56.2,679,16.8,4002,98.8,113,2.8,1793,44.3,920,22.6,278,6.8,691,17
"'028902",122,14.7,830,622,9.7,6430,16,0.2,660,4610,14.3,2201,34.2,148,2.3,213,3.2,288,4.5,4696,73,3165,49.2,28,0.4,323,5,5144,80,100,1.6,68,1.1,10,0.2,2265,35.2,3265,50.8,3,0,2,0,1734,27,0,0,4740,73.7,828,12.9,3021,47,95,1.5,1017,15.8,2203,34.2,323,5,835,13
"'028903",32,15.8,203,102,7.2,1410,2,0.1,162,1151,14.1,195,13.8,85,6,31,2,61,4.3,1115,79.1,689,48.9,2,0.1,81,5.7,976,69.2,21,1.5,9,0.6,1,0.1,196,13.9,721,51.1,7,0.5,1,0.1,295,20.9,2,0.1,850,60.3,183,13,1410,100,28,2,316,22.4,195,13.8,81,5.7,186,13.1
"'028906",9,29,31,11,4.8,229,0,0,35,221,15.8,28,12.2,12,5.2,6,2.3,13,5.7,183,79.9,119,52,0,0,7,3.1,152,66.4,2,0.9,0,0,1,0.4,29,12.7,110,48,0,0,1,0.4,46,20.1,0,0,155,67.7,25,10.9,229,100,7,3.1,57,24.9,28,12.2,7,3.1,25,10.9
"'029901",93,21.2,439,281,8,3518,175,5,358,2817,12.7,481,13.7,48,1.4,110,2.8,85,2.4,2257,64.2,1696,48.2,4,0.1,225,6.4,2385,67.8,120,3.4,85,2.4,5,0.1,486,13.8,1822,51.8,21,0.6,56,1.6,1261,35.8,1,0,1327,37.7,436,12.4,2512,71.4,23,0.7,881,25,482,13.7,225,6.4,444,12.6
"'030901",10,18.9,53,30,8,374,0,0,43,330,13,11,2.9,0,0,2,0.5,29,7.8,255,68.2,170,45.5,6,1.6,23,6.1,75,20.1,13,3.5,0,0,1,0.3,11,2.9,204,54.5,0,0,1,0.3,119,31.8,0,0,164,43.9,50,13.4,209,55.9,4,1.1,294,78.6,11,2.9,23,6.1,53,14.1
"'030902",33,15.7,210,86,6,1437,0,0,126,1040,12.1,13,0.9,12,0.8,13,0.8,62,4.3,698,48.6,668,46.5,9,0.6,75,5.2,243,16.9,35,2.4,0,0,2,0.1,13,0.9,769,53.5,1,0.1,61,4.2,739,51.4,2,0.1,490,34.1,218,15.2,1008,70.1,60,4.2,1118,77.8,13,0.9,75,5.2,220,15.3
"'030903",9,16.7,54,14,4.5,310,0,0,50,254,19.7,0,0,1,0.3,0,0,14,4.5,160,51.6,147,47.4,1,0.3,28,9,65,21,11,3.5,0,0,0,0,0,0,163,52.6,0,0,28,9,150,48.4,0,0,103,33.2,63,20.3,167,53.9,7,2.3,237,76.5,0,0,28,9,65,20.8
"'030906",13,16,81,23,4.9,473,2,0.4,52,389,13.4,1,0.2,1,0.2,2,0.4,26,5.5,221,46.7,240,50.7,5,1.1,29,6.1,89,18.8,17,3.6,0,0,3,0.6,1,0.2,233,49.3,0,0,14,3,252,53.3,2,0.4,155,32.8,83,17.5,262,55.4,13,2.7,363,76.7,1,0.2,29,6.1,84,17.7
"'031901",1317,20.9,6307,3647,9.6,37854,77,0.2,4663,29902,15.6,14935,39.5,42,0.1,314,0.8,2834,7.5,33745,89.1,18503,48.9,80,0.2,3911,10.3,37223,98.3,1240,3.3,309,0.8,6,0,15120,39.9,19351,51.1,338,0.9,285,0.8,4109,10.9,9,0,27824,73.5,6098,16.1,37575,99.3,11,0,486,1.3,14935,39.4,3911,10.3,6122,16.2
"'031903",452,20.3,2228,1132,6.6,17023,52,0.3,1893,12177,15.5,3239,19,87,0.5,427,2.3,907,5.3,13498,79.3,8241,48.4,33,0.2,1252,7.4,16034,94.2,65,0.4,53,0.3,11,0.1,2653,15.6,8782,51.6,195,1.1,253,1.5,3525,20.7,4,0,10080,59.2,2070,12.2,11596,68.1,75,0.4,760,4.5,3240,19,1252,7.4,2074,12.2
"'031905",43,10.4,414,138,4.7,2924,2,0.1,252,2056,12.3,427,14.6,4,0.1,69,2.2,94,3.2,2553,87.3,1432,49,10,0.3,155,5.3,2840,97.1,302,10.3,17,0.6,7,0.2,448,15.3,1492,51,148,5.1,35,1.2,371,12.7,0,0,1465,50.1,400,13.7,2923,100,6,0.2,65,2.2,427,14.6,155,5.3,402,13.7
"'031906",197,12.6,1560,768,7.3,10536,23,0.2,764,7983,9.6,2585,24.5,16,0.2,152,1.4,770,7.3,8487,80.6,5106,48.5,18,0.2,771,7.3,10181,96.6,64,0.6,97,0.9,6,0.1,2437,23.1,5430,51.5,50,0.5,283,2.7,2049,19.4,0,0,5680,53.9,1666,15.8,10536,100,12,0.1,298,2.8,2585,24.5,771,7.3,1694,16
"'031909",32,14.2,225,84,4.4,1930,4,0.2,221,1568,14.1,727,37.7,10,0.5,32,1.5,63,3.3,1687,87.4,939,48.7,4,0.2,109,5.6,1744,90.4,42,2.2,66,3.4,7,0.4,765,39.6,991,51.3,0,0,40,2.1,243,12.6,1,0.1,1337,69.3,216,11.2,1930,100,12,0.6,152,7.9,727,37.7,109,5.6,216,11.2
"'031911",38,15,253,78,4.8,1622,0,0,115,1258,9.1,180,11.1,4,0.2,39,2.2,60,3.7,1411,87,827,51,0,0,116,7.2,1549,95.5,9,0.6,10,0.6,0,0,198,12.2,795,49,73,4.5,62,3.8,211,13,0,0,1011,62.3,246,15.2,1619,99.8,6,0.4,63,3.9,180,11.1,116,7.2,246,15.2
"'031912",233,19.7,1181,415,4.4,9348,0,0,966,6467,14.9,2510,26.9,15,0.2,321,3.1,329,3.5,8106,86.7,4502,48.2,25,0.3,406,4.3,9203,98.4,234,2.5,128,1.4,5,0.1,2516,26.9,4846,51.8,554,5.9,73,0.8,1242,13.3,1,0,6142,65.7,1119,12,9226,98.7,8,0.1,116,1.2,2510,26.8,406,4.3,1124,12
"'031913",9,18.4,49,8,1.4,565,0,0,53,416,12.7,261,46.2,1,0.2,0,0,18,3.2,564,99.8,255,45.1,0,0,43,7.6,552,97.7,5,0.9,5,0.9,0,0,269,47.6,310,54.9,30,5.3,2,0.4,1,0.2,0,0,437,77.3,51,9,565,100,3,0.5,9,1.6,261,46,43,7.6,53,9.3
"'031914",15,10.1,149,29,3.2,915,0,0,72,677,10.6,189,20.7,0,0,64,6.7,19,2.1,804,87.9,404,44.2,3,0.3,33,3.6,908,99.2,52,5.7,9,1,0,0,194,21.2,511,55.8,22,2.4,31,3.4,111,12.1,0,0,564,61.6,132,14.4,913,99.8,0,0,7,0.8,189,20.7,33,3.6,132,14.4
"'031916",17,8.4,203,269,6.2,4345,287,6.6,434,2882,15.1,594,13.7,52,1.2,65,1.5,181,4.2,2413,55.5,2400,55.2,2,0,730,16.8,3673,84.5,12,0.3,7,0.2,6,0.1,654,15.1,1945,44.8,13,0.3,4,0.1,1932,44.5,1,0,1336,30.7,207,4.8,4345,100,36,0.8,290,6.7,599,13.7,730,16.7,216,4.9
"'032902",45,15.7,287,252,10.7,2358,20,0.8,140,1482,9.4,484,20.5,360,15.3,68,2.7,101,4.3,1918,81.3,1138,48.3,15,0.6,105,4.5,1050,44.5,84,3.6,19,0.8,3,0.1,499,21.2,1220,51.7,3,0.1,85,3.6,440,18.7,1,0,1169,49.6,302,12.8,2358,100,104,4.4,820,34.8,484,20.5,105,4.4,304,12.9
"'033901",4,11.8,34,18,12.1,149,0,0,12,134,9,1,0.7,0,0,0,0,25,16.8,51,34.2,75,50.3,0,0,3,2,11,7.4,2,1.3,0,0,0,0,1,0.7,74,49.7,0,0,2,1.3,98,65.8,0,0,50,33.6,32,21.5,149,100,1,0.7,137,91.9,1,0.7,3,2,33,22
"'033902",9,10.1,89,77,11.7,657,4,0.6,54,526,10.3,13,2,7,1.1,2,0.3,82,12.5,198,30.1,307,46.7,3,0.5,52,7.9,87,13.2,12,1.8,0,0,7,1.1,13,2,350,53.3,0,0,65,9.9,459,69.9,0,0,201,30.6,93,14.2,317,48.2,21,3.2,531,80.8,13,2,52,7.9,93,14.2
"'033904",6,14,43,21,6.3,334,0,0,50,289,17.3,8,2.4,2,0.6,9,2.5,23,6.9,178,53.3,156,46.7,0,0,28,8.4,56,16.8,2,0.6,0,0,2,0.6,9,2.7,178,53.3,0,0,3,0.9,156,46.7,0,0,121,36.2,45,13.5,334,100,2,0.6,272,81.4,8,2.4,28,8.4,45,13.5
"'034901",38,14.8,256,205,10.9,1877,9,0.5,161,1391,11.6,46,2.5,564,30,33,1.6,136,7.2,1231,65.6,927,49.4,11,0.6,163,8.7,175,9.3,82,4.4,0,0,10,0.5,46,2.5,950,50.6,0,0,123,6.6,646,34.4,1,0.1,754,40.2,263,14,1877,100,130,6.9,988,52.6,46,2.4,163,8.7,265,14.1
"'034902",4,23.5,17,12,9.8,123,0,0,31,128,24.2,0,0,19,15.4,2,1.3,6,4.9,96,78,59,48,0,0,0,0,8,6.5,2,1.6,0,0,3,2.4,0,0,64,52,0,0,0,0,27,22,0,0,60,48.8,17,13.8,122,99.2,8,6.5,85,69.1,0,0,0,0,17,13.8
"'034903",23,14.2,162,186,16.2,1149,14,1.2,109,891,12.2,55,4.8,127,11.1,44,3.6,194,16.9,681,59.3,580,50.5,6,0.5,79,6.9,139,12.1,9,0.8,2,0.2,1,0.1,59,5.1,569,49.5,0,0,0,0,468,40.7,0,0,475,41.3,149,13,1149,100,30,2.6,838,72.9,55,4.8,79,6.9,149,13
"'034905",16,16.3,98,77,11.7,660,7,1.1,61,502,12.2,38,5.8,89,13.5,6,0.8,65,9.8,484,73.3,354,53.6,1,0.2,41,6.2,63,9.5,2,0.3,0,0,4,0.6,38,5.8,306,46.4,0,0,26,3.9,176,26.7,0,0,303,45.9,108,16.4,660,100,52,7.9,445,67.4,38,5.8,41,6.2,108,16.4
"'034906",7,11.5,61,87,21.1,413,0,0,37,314,11.8,0,0,3,0.7,4,0.9,70,16.9,238,57.6,212,51.3,0,0,45,10.9,10,2.4,3,0.7,0,0,2,0.5,0,0,201,48.7,0,0,0,0,175,42.4,0,0,211,51.1,55,13.3,413,100,18,4.4,380,92,0,0,45,10.9,55,13.3
"'034907",29,18.1,160,141,14.8,954,2,0.2,89,748,11.9,1,0.1,133,13.9,1,0.1,114,11.9,615,64.5,445,46.6,0,0,66,6.9,40,4.2,42,4.4,0,0,6,0.6,1,0.1,509,53.4,0,0,2,0.2,339,35.5,3,0.3,471,49.4,182,19.1,954,100,60,6.3,710,74.4,1,0.1,66,6.9,182,19.1
"'034909",7,25,28,27,10.5,256,2,0.8,23,217,10.6,6,2.3,7,2.7,2,0.7,21,8.2,207,80.9,130,50.8,0,0,2,0.8,14,5.5,2,0.8,0,0,0,0,6,2.3,126,49.2,0,0,3,1.2,49,19.1,0,0,127,49.6,39,15.2,256,100,4,1.6,229,89.5,6,2.3,2,0.8,39,15.2
"'035901",10,9.1,110,41,3.7,1096,5,0.5,81,895,9.1,253,23.1,6,0.5,6,0.5,37,3.4,936,85.4,539,49.2,3,0.3,62,5.7,1003,91.5,2,0.2,27,2.5,1,0.1,286,26.1,557,50.8,24,2.2,12,1.1,160,14.6,0,0,612,55.8,111,10.1,1090,99.5,1,0.1,80,7.3,253,23.1,62,5.7,112,10.2
"'035902",3,12.5,24,9,4.3,207,0,0,31,200,15.5,54,26.1,0,0,1,0.4,9,4.3,173,83.6,105,50.7,0,0,6,2.9,192,92.8,44,21.3,0,0,0,0,52,25.1,102,49.3,14,6.8,0,0,34,16.4,0,0,116,56,26,12.6,207,100,1,0.5,14,6.8,54,26.1,6,2.9,26,12.6
"'035903",0,0,17,20,8,249,0,0,7,237,3,2,0.8,2,0.8,3,1.2,19,7.6,52,20.9,125,50.2,0,0,12,4.8,22,8.8,0,0,0,0,2,0.8,1,0.4,124,49.8,0,0,6,2.4,197,79.1,0,0,34,13.7,22,8.8,249,100,6,2.4,217,87.1,2,0.8,12,4.8,23,9.2
"'036901",25,14.5,173,125,8.4,1487,28,1.9,95,1102,8.6,116,7.8,140,9.4,42,2.8,104,7,916,61.6,687,46.2,0,0,88,5.9,519,34.9,23,1.5,0,0,2,0.1,116,7.8,800,53.8,0,0,90,6.1,571,38.4,0,0,424,28.5,216,14.5,1033,69.5,84,5.6,714,48,116,7.8,88,5.9,222,14.9
"'036902",118,14.8,796,611,8.3,7318,113,1.5,277,3157,8.8,357,4.9,317,4.3,114,1.6,466,6.4,2161,29.5,3622,49.5,2,0,424,5.8,2127,29.1,17,0.2,41,0.6,24,0.3,361,4.9,3696,50.5,0,0,763,10.4,5157,70.5,3,0,2342,32,832,11.4,4157,56.8,242,3.3,4492,61.4,357,4.9,424,5.8,853,11.6
"'036903",24,12.2,196,123,7.9,1554,8,0.5,94,1097,8.6,407,26.2,114,7.3,16,1,107,6.9,986,63.4,707,45.5,2,0.1,102,6.6,722,46.5,27,1.7,4,0.3,1,0.1,416,26.8,847,54.5,0,0,55,3.5,568,36.6,1,0.1,775,49.9,200,12.9,746,48,58,3.7,650,41.8,407,26.2,102,6.6,202,13
"'037901",11,11,100,51,9.5,536,3,0.6,77,450,17.1,102,19,116,21.6,17,2.8,26,4.9,418,78,270,50.4,3,0.6,35,6.5,192,35.8,20,3.7,2,0.4,0,0,110,20.5,266,49.6,1,0.2,29,5.4,118,22,0,0,259,48.3,100,18.7,536,100,43,8,182,34,102,19,35,6.5,100,18.7
